country,director,genre,name,score,star,writer,success
UK,Terry Jones,Comedy,Personal Services,6.4,Julie Walters,David Leland,Average
UK,Pat O'Connor,Drama,A Month in the Country,7.2,Colin Firth,J.L. Carr,Hit
UK,Christine Edzard,Drama,Little Dorrit,7.5,Derek Jacobi,Charles Dickens,Hit
UK,Donald Cammell,Horror,White of the Eye,6.4,David Keith,China Kong,Average
UK,Stephen Frears,Comedy,Sammy and Rosie Get Laid,6.7,Shashi Kapoor,Hanif Kureishi,Average
UK,Peter Richardson,Action,Eat the Rich,6,Al Pillay,Peter Richardson,Average
UK,Charles Crichton,Comedy,A Fish Called Wanda,7.6,John Cleese,John Cleese,Hit
UK,Tony Randel,Horror,Hellbound: Hellraiser II,6.5,Doug Bradley,Clive Barker,Average
UK,Julien Temple,Comedy,Earth Girls Are Easy,5.2,Geena Davis,Julie Brown,Flop
UK,Terry Gilliam,Adventure,The Adventures of Baron Munchausen,7.2,John Neville,Charles McKeown,Hit
UK,Michael Hoffman,Comedy,Some Girls,6,Patrick Dempsey,Rupert Walters,Average
UK,Ken Russell,Comedy,The Lair of the White Worm,5.9,Amanda Donohoe,Ken Russell,Flop
UK,Thom Eberhardt,Comedy,Without a Clue,7,Michael Caine,Gary Murphy,Hit
UK,Emir Kusturica,Comedy,Time of the Gypsies,8.3,Davor Dujmovic,Emir Kusturica,Hit
UK,Martin Donovan,Drama,Apartment Zero,6.9,Hart Bochner,Martin Donovan,Average
UK,Peter Greenaway,Comedy,Drowning by Numbers,7.3,Bernard Hill,Peter Greenaway,Hit
UK,Mira Nair,Crime,Salaam Bombay!,8,Shafiq Syed,Hriday Lani,Hit
UK,Mike Figgis,Crime,Stormy Monday,6.3,Melanie Griffith,Mike Figgis,Average
UK,Chris Menges,Drama,A World Apart,7.1,Barbara Hershey,Shawn Slovo,Hit
UK,David Green,Comedy,Buster,5.8,Phil Collins,Colin Shindler,Flop
UK,Bernard Rose,Drama,Paperhouse,6.8,Charlotte Burke,Catherine Storr,Average
UK,Mike Leigh,Comedy,High Hopes,7.6,Ruth Sheen,Mike Leigh,Hit
UK,Martin Stellman,Crime,For Queen & Country,5.7,Denzel Washington,Martin Stellman,Flop
UK,Charles Sturridge,Drama,A Handful of Dust,6.8,James Wilby,Derek Granger,Average
UK,Nicolas Roeg,Drama,Track 29,5.9,Theresa Russell,Dennis Potter,Flop
UK,Paul Schrader,Biography,Patty Hearst,6.3,Natasha Richardson,Patricia Hearst,Average
UK,Caleb Deschanel,Drama,Crusoe,6.3,Aidan Quinn,Daniel Defoe,Average
UK,Terence Davies,Drama,"Distant Voices, Still Lives",7.5,Pete Postlethwaite,Terence Davies,Hit
UK,Piers Haggard,Drama,A Summer Story,7.5,Imogen Stubbs,John Galsworthy,Hit
UK,Francis Megahy,Action,Taffin,5.6,Pierce Brosnan,David Ambrose,Flop
UK,Ken Russell,Biography,Salome's Last Dance,6.7,Glenda Jackson,Oscar Wilde,Average
UK,Nicholas Meyer,Adventure,The Deceivers,6.1,Pierce Brosnan,John Masters,Average
UK,Armand Mastroianni,Horror,Cameron's Closet,4.9,Cotter Smith,Gary Brandner,Flop
UK,John Glen,Action,Licence to Kill,6.6,Timothy Dalton,Michael G. Wilson,Average
UK,Kenneth Branagh,Action,Henry V,7.7,Kenneth Branagh,William Shakespeare,Hit
UK,Zelda Barron,Comedy,Shag,6.3,Phoebe Cates,Lanier Laney,Average
UK,Lewis Gilbert,Comedy,Shirley Valentine,7.2,Pauline Collins,Willy Russell,Hit
UK,Michael Caton-Jones,Drama,Scandal,6.5,John Hurt,Michael Thomas,Average
UK,Terry Jones,Comedy,Erik the Viking,6.2,Tim Robbins,Terry Jones,Average
UK,Jeff Burr,Horror,Stepfather II,5.6,Terry O'Quinn,Carolyn Lefcourt,Flop
UK,Mel Smith,Comedy,The Tall Guy,6.2,Jeff Goldblum,Richard Curtis,Average
UK,Bruce Robinson,Comedy,How to Get Ahead in Advertising,7,Richard E. Grant,Bruce Robinson,Hit
UK,Ken Russell,Action,The Rainbow,6.4,Sammi Davis,Ken Russell,Average
UK,Damian Harris,Drama,The Rachel Papers,6.1,Dexter Fletcher,Damian Harris,Average
UK,Jonathan Wacks,Drama,Powwow Highway,7.3,Gary Farmer,David Seals,Hit
UK,GÃ©rard KikoÃ¯ne,Horror,Edge of Sanity,5.3,Anthony Perkins,J.P. FÃ©lix,Flop
UK,Randal Kleiser,Comedy,Getting It Right,6.5,Jesse Birdsall,Elizabeth Jane Howard,Average
UK,Nick Broomfield,Drama,Dark Obsession,4.8,Gabriel Byrne,Nick Broomfield,Flop
UK,Michael Winner,Comedy,A Chorus of Disapproval,5.7,Jeremy Irons,Alan Ayckbourn,Flop
UK,David Hare,Drama,Strapless,5.8,Blair Brown,David Hare,Flop
UK,Jerzy Skolimowski,Drama,Torrents of Spring,6,Timothy Hutton,Jerzy Skolimowski,Average
UK,Franklin J. Schaffner,Drama,Welcome Home,5.7,Kris Kristofferson,Maggie Kleinman,Flop
UK,Jon Amiel,Comedy,Queen of Hearts,6.9,Vittorio Duse,Tony Grisoni,Average
UK,Nicolas Roeg,Adventure,The Witches,6.8,Anjelica Huston,Roald Dahl,Average
UK,Phil Joanou,Action,State of Grace,7.3,Sean Penn,Dennis McIntyre,Hit
UK,Peter Medak,Biography,The Krays,6.7,Gary Kemp,Philip Ridley,Average
UK,Tom Stoppard,Comedy,Rosencrantz & Guildenstern Are Dead,7.6,Gary Oldman,Tom Stoppard,Hit
UK,Richard Stanley,Sci-Fi,Hardware,5.9,Dylan McDermott,Steve MacManus,Flop
UK,Michael Caton-Jones,Action,Memphis Belle,6.9,Matthew Modine,Monte Merrick,Average
UK,Mike Leigh,Comedy,Life Is Sweet,7.5,Alison Steadman,Mike Leigh,Hit
UK,Anthony Minghella,Comedy,Truly Madly Deeply,7.3,Juliet Stevenson,Anthony Minghella,Hit
UK,Bernardo Bertolucci,Adventure,The Sheltering Sky,6.8,Debra Winger,Paul Bowles,Average
UK,Jim Abrahams,Comedy,"Welcome Home, Roxy Carmichael",5.9,Winona Ryder,Karen Leigh Hopkins,Flop
UK,Hal Hartley,Comedy,Trust,7.5,Adrienne Shelly,Hal Hartley,Hit
UK,Malcolm Mowbray,Comedy,The Boyfriend School,5.9,Steve Guttenberg,Sarah Bird,Flop
UK,Jonathan Lynn,Comedy,Nuns on the Run,5.9,Eric Idle,Jonathan Lynn,Flop
UK,James Ivory,Drama,Mr. & Mrs. Bridge,6.7,Paul Newman,Evan S. Connell,Average
UK,Ken Loach,Drama,Hidden Agenda,7,Frances McDormand,Jim Allen,Hit
UK,David Leland,Crime,Crossing the Line,5.8,Kenny Ireland,Don MacPherson,Flop
UK,Karel Reisz,Drama,Everybody Wins,5,Debra Winger,Arthur Miller,Flop
UK,Michael Tuchner,Comedy,The Misadventures of Mr. Wilt,6.3,Griff Rhys Jones,Tom Sharpe,Average
UK,James Scott,Comedy,Strike It Rich,5.1,Robert Lindsay,Graham Greene,Flop
UK,Bernard Rose,Crime,Chicago Joe and the Showgirl,4.9,Emily Lloyd,David Yallop,Flop
UK,Jack Bender,Action,Child's Play 3,5,Justin Whalin,Don Mancini,Flop
UK,Russell Mulcahy,Action,Highlander II: The Quickening,4.1,Christopher Lambert,Gregory Widen,Flop
UK,Simon Moore,Crime,Under Suspicion,6.5,Liam Neeson,Simon Moore,Average
UK,Stephen Poliakoff,Drama,Close My Eyes,6.4,Alan Rickman,Stephen Poliakoff,Average
UK,Mira Nair,Drama,Mississippi Masala,6.6,Denzel Washington,Sooni Taraporevala,Average
UK,Bill Duke,Comedy,A Rage in Harlem,5.9,Forest Whitaker,Chester Himes,Flop
UK,Peter Greenaway,Drama,Prospero's Books,6.9,John Gielgud,William Shakespeare,Average
UK,Franc Roddam,Action,K2,6.2,Michael Biehn,Patrick Meyers,Average
UK,Mike Newell,Drama,Enchanted April,7.4,Alfred Molina,Elizabeth von Arnim,Hit
UK,James Dearden,Crime,A Kiss Before Dying,5.7,Matt Dillon,Ira Levin,Flop
UK,Julie Dash,Drama,Daughters of the Dust,6.5,Cora Lee Day,Julie Dash,Average
UK,James Lapine,Biography,Impromptu,7,Judy Davis,Sarah Kernochan,Hit
UK,JÃ³zsef GÃ©mes,Animation,The Princess and the Goblin,6.9,Claire Bloom,Robin Lyons,Average
UK,Ken Loach,Comedy,Riff-Raff,7.1,Robert Carlyle,Bill Jesse,Hit
UK,Derek Jarman,Drama,Edward II,7,Steven Waddington,Christopher Marlowe,Hit
UK,Charles Sturridge,Drama,Where Angels Fear to Tread,6.6,Helena Bonham Carter,E.M. Forster,Average
UK,Michael Lindsay-Hogg,Comedy,The Object of Beauty,5.7,John Malkovich,Michael Lindsay-Hogg,Flop
UK,Don Boyd,Drama,Twenty-One,5.3,Patsy Kensit,Zoe Heller,Flop
UK,Hanif Kureishi,Comedy,London Kills Me,6.3,Justin Chadwick,Hanif Kureishi,Average
UK,Simon Callow,Comedy,The Ballad of the Sad Cafe,6.5,Vanessa Redgrave,Edward Albee,Average
UK,Peter Richardson,Comedy,The Pope Must Diet,5,Robbie Coltrane,Peter Richardson,Flop
UK,IstvÃ¡n SzabÃ³,Comedy,Meeting Venus,6.8,Glenn Close,IstvÃ¡n SzabÃ³,Average
UK,Richard Attenborough,Biography,Chaplin,7.6,Robert Downey Jr.,David Robinson,Hit
UK,Neil Jordan,Crime,The Crying Game,7.3,Stephen Rea,Neil Jordan,Hit
UK,Brett Leonard,Horror,The Lawnmower Man,5.4,Jeff Fahey,Stephen King,Flop
UK,James Ivory,Drama,Howards End,7.5,Anthony Hopkins,E.M. Forster,Hit
UK,Louis Malle,Drama,Damage,6.9,Jeremy Irons,David Hare,Average
UK,Sally Potter,Biography,Orlando,7.2,Tilda Swinton,Sally Potter,Hit
UK,Tony Maylam,Action,Split Second,6.2,Rutger Hauer,Gary Scott Thompson,Average
UK,Kenneth Branagh,Comedy,Peter's Friends,7,Hugh Laurie,Rita Rudner,Hit
UK,John Glen,Adventure,Christopher Columbus: The Discovery,4.4,Marlon Brando,Mario Puzo,Flop
UK,Stephen Gyllenhaal,Drama,Waterland,6.7,Jeremy Irons,Graham Swift,Average
UK,John Glen,Action,Aces: Iron Eagle III,3.5,Louis Gossett Jr.,Kevin Alyn Elders,Flop
UK,Lizzie Borden,Romance,Love Crimes,4.1,Sean Young,Allan Moyle,Flop
UK,Terence Davies,Biography,The Long Day Closes,7.5,Leigh McCormack,Terence Davies,Hit
UK,Mark Herman,Comedy,Blame It on the Bellboy,5.4,Bronson Pinchot,Mark Herman,Flop
UK,John Mackenzie,Biography,Ruby,5.5,Danny Aiello,Stephen Davis,Flop
UK,Jon Acevski,Animation,Freddie as F.R.O.7.,5.1,Ben Kingsley,Jon Acevski,Flop
UK,Annabel Jankel,Adventure,Super Mario Bros.,4,Bob Hoskins,Parker Bennett,Flop
UK,Kenneth Branagh,Comedy,Much Ado About Nothing,7.4,Kenneth Branagh,William Shakespeare,Hit
UK,Mike Leigh,Comedy,Naked,7.9,David Thewlis,Mike Leigh,Hit
UK,Richard Attenborough,Biography,Shadowlands,7.4,Anthony Hopkins,William Nicholson,Hit
UK,Peter Medak,Action,Romeo Is Bleeding,6.6,Gary Oldman,Hilary Henkin,Average
UK,Charles Grosvenor,Animation,Once Upon a Forest,6.5,Michael Crawford,Rae Lambert,Average
UK,Richard Williams,Animation,The Thief and the Cobbler,7.1,Vincent Price,Richard Williams,Hit
UK,Mario Van Peebles,Western,Posse,5.5,Mario Van Peebles,Sy Richardson,Flop
UK,Robert Young,Comedy,Splitting Heirs,5.5,Eric Idle,Eric Idle,Flop
UK,John Madden,Drama,Ethan Frome,6.3,Liam Neeson,Richard Nelson,Average
UK,Derek Jarman,Biography,Blue,7.2,Derek Jarman,Derek Jarman,Hit
UK,Ken Loach,Drama,Raining Stones,7.5,Bruce Jones,Jim Allen,Hit
UK,Mike Newell,Comedy,Four Weddings and a Funeral,7.1,Hugh Grant,Richard Curtis,Hit
UK,Joel Coen,Comedy,The Hudsucker Proxy,7.3,Tim Robbins,Ethan Coen,Hit
UK,Bernard Rose,Biography,Immortal Beloved,7.5,Gary Oldman,Bernard Rose,Hit
UK,John Dahl,Crime,The Last Seduction,7.1,Linda Fiorentino,Steve Barancik,Hit
UK,Danny Boyle,Crime,Shallow Grave,7.3,Kerry Fox,John Hodge,Hit
UK,Nicholas Hytner,Biography,The Madness of King George,7.2,Nigel Hawthorne,Alan Bennett,Hit
UK,Roman Polanski,Drama,Death and the Maiden,7.3,Sigourney Weaver,Ariel Dorfman,Hit
UK,Nancy Meckler,Drama,Sister My Sister,6.9,Julie Walters,Wendy Kesselman,Average
UK,Stephen Norrington,Action,Death Machine,5.7,Brad Dourif,Stephen Norrington,Flop
UK,Antonia Bird,Drama,Priest,7.1,Linus Roache,Jimmy McGovern,Hit
UK,Iain Softley,Biography,Backbeat,6.7,Stephen Dorff,Iain Softley,Average
UK,John Roberts,Adventure,War of the Buttons,7.5,Gregg Fitzgerald,Louis Pergaud,Hit
UK,Bill Forsyth,Comedy,Being Human,5.4,Robin Williams,Bill Forsyth,Flop
UK,David Mamet,Drama,Oleanna,6.7,William H. Macy,David Mamet,Average
UK,Michael Austin,Comedy,Princess Caraboo,6,Phoebe Cates,Michael Austin,Average
UK,Mike Figgis,Drama,The Browning Version,7.3,Albert Finney,Terence Rattigan,Hit
UK,Brian Gilbert,Biography,Tom & Viv,6.5,Willem Dafoe,Michael Hastings,Average
UK,Ken Loach,Drama,Ladybird Ladybird,7.5,Crissy Rock,Rona Munro,Hit
UK,Martin Campbell,Action,GoldenEye,7.2,Pierce Brosnan,Ian Fleming,Hit
UK,Tim Robbins,Crime,Dead Man Walking,7.6,Susan Sarandon,Helen Prejean,Hit
UK,Lawrence Kasdan,Comedy,French Kiss,6.6,Meg Ryan,Adam Brooks,Average
UK,Agnieszka Holland,Biography,Total Eclipse,6.6,Leonardo DiCaprio,Christopher Hampton,Average
UK,Todd Haynes,Drama,Safe,7.2,Julianne Moore,Todd Haynes,Hit
UK,Richard Loncraine,Drama,Richard III,7.5,Ian McKellen,William Shakespeare,Hit
UK,Philip Haas,Drama,Angels and Insects,7,Mark Rylance,A.S. Byatt,Hit
UK,Patrick Read Johnson,Comedy,Angus,6.7,Charlie Talbert,Chris Crutcher,Average
UK,Christopher Monger,Comedy,The Englishman Who Went Up a Hill But Came Down a Mountain,6.6,Hugh Grant,Ifor David Monger,Average
UK,Ken Loach,Drama,Land and Freedom,7.6,Ian Hart,Jim Allen,Hit
UK,David Price,Comedy,Dr. Jekyll and Ms. Hyde,4.4,Sean Young,David Price,Flop
UK,Peter Chelsom,Comedy,Funny Bones,7,Jerry Lewis,Peter Chelsom,Hit
UK,Mike Newell,Comedy,An Awfully Big Adventure,6,Hugh Grant,Beryl Bainbridge,Average
UK,David Anspaugh,Comedy,Moonlight and Valentino,5.8,Elizabeth Perkins,Ellen Simon,Flop
UK,John Boorman,Action,Beyond Rangoon,6.6,Patricia Arquette,Alex Lasker,Average
UK,Mario Van Peebles,Drama,Panther,6.4,Kadeem Hardison,Melvin Van Peebles,Average
UK,Christopher Hampton,Biography,Carrington,6.9,Emma Thompson,Christopher Hampton,Average
UK,Kenneth Branagh,Comedy,A Midwinter's Tale,7.3,Michael Maloney,Kenneth Branagh,Hit
UK,John Irvin,Comedy,A Month by the Lake,6.4,Vanessa Redgrave,H.E. Bates,Average
UK,Danny Boyle,Drama,Trainspotting,8.2,Ewan McGregor,John Hodge,Hit
UK,Henry Selick,Animation,James and the Giant Peach,6.7,Paul Terry,Roald Dahl,Average
UK,Kenneth Branagh,Drama,Hamlet,7.8,Kenneth Branagh,William Shakespeare,Hit
UK,Douglas McGrath,Comedy,Emma,6.7,Gwyneth Paltrow,Jane Austen,Average
UK,Neil Jordan,Biography,Michael Collins,7.1,Liam Neeson,Neil Jordan,Hit
UK,Jane Campion,Drama,The Portrait of a Lady,6.3,Nicole Kidman,Henry James,Average
UK,Hettie Macdonald,Comedy,Beautiful Thing,7.7,Glen Berry,Jonathan Harvey,Hit
UK,Steve Barron,Adventure,The Adventures of Pinocchio,5.3,Martin Landau,Sherry Mills,Flop
UK,Michael Winterbottom,Drama,Jude,7,Christopher Eccleston,Hossein Amini,Hit
UK,Mark Herman,Comedy,Brassed Off,7.1,Pete Postlethwaite,Mark Herman,Hit
UK,Terry Jones,Adventure,Mr. Toad's Wild Ride,6.3,Steve Coogan,Terry Jones,Average
UK,John Landis,Comedy,The Stupids,4.1,Tom Arnold,James Marshall,Flop
UK,Mary Harron,Biography,I Shot Andy Warhol,6.6,Lili Taylor,Jeremiah Newton,Average
UK,Stephen Frears,Comedy,The Van,6.8,Colm Meaney,Roddy Doyle,Average
UK,Christopher Hampton,Drama,The Secret Agent,5.8,Bob Hoskins,Joseph Conrad,Flop
UK,Paul W.S. Anderson,Horror,Event Horizon,6.7,Laurence Fishburne,Philip Eisner,Average
UK,Roger Spottiswoode,Action,Tomorrow Never Dies,6.5,Pierce Brosnan,Bruce Feirstein,Average
UK,John Madden,Biography,Mrs Brown,7.3,Judi Dench,Jeremy Brock,Hit
UK,Mel Smith,Adventure,Bean,6.4,Rowan Atkinson,Rowan Atkinson,Average
UK,Peter Cattaneo,Comedy,The Full Monty,7.2,Robert Carlyle,Simon Beaufoy,Hit
UK,Bob Spiers,Comedy,Spice World,3.4,Melanie Brown,Spice Girls,Flop
UK,Peter Hewitt,Adventure,The Borrowers,5.8,John Goodman,Mary Norton,Flop
UK,Brian Gilbert,Biography,Wilde,6.9,Stephen Fry,Richard Ellmann,Average
UK,Anthony Waller,Comedy,An American Werewolf in Paris,5.1,Tom Everett Scott,John Landis,Flop
UK,Peter Hyams,Horror,The Relic,5.7,Penelope Ann Miller,Douglas Preston,Flop
UK,Danny Boyle,Comedy,A Life Less Ordinary,6.4,Cameron Diaz,John Hodge,Average
UK,Fred Schepisi,Comedy,Fierce Creatures,6.4,John Cleese,John Cleese,Average
UK,Sean Mathias,Drama,Bent,7.3,Lothaire Bluteau,Martin Sherman,Hit
UK,David Evans,Comedy,Fever Pitch,6.7,Colin Firth,Nick Hornby,Average
UK,Charles Sturridge,Drama,FairyTale: A True Story,6.5,Paul McGann,Albert Ash,Average
UK,Kevin Allen,Comedy,Twin Town,6.7,Llyr Ifans,Kevin Allen,Average
UK,Michael Winterbottom,Drama,Welcome to Sarajevo,6.9,Stephen Dillane,Michael Nicholson,Average
UK,John Duigan,Drama,Lawn Dogs,7.6,Sam Rockwell,Naomi Wallace,Hit
UK,Marleen Gorris,Drama,Mrs Dalloway,6.9,Vanessa Redgrave,Eileen Atkins,Average
UK,Stefan Schwartz,Comedy,Shooting Fish,6.6,Dan Futterman,Stefan Schwartz,Average
UK,William Nicholson,Romance,Firelight,7.3,Sophie Marceau,William Nicholson,Hit
UK,Beeban Kidron,Drama,Amy Foster,6.9,Rachel Weisz,Joseph Conrad,Average
UK,Jill Sprecher,Comedy,Clockwatchers,6.5,Toni Collette,Jill Sprecher,Average
UK,Guy Ritchie,Comedy,"Lock, Stock and Two Smoking Barrels",8.2,Jason Flemyng,Guy Ritchie,Hit
UK,John Frankenheimer,Action,Ronin,7.3,Robert De Niro,J.D. Zeik,Hit
UK,Todd Haynes,Drama,Velvet Goldmine,7,Ewan McGregor,James Lyons,Hit
UK,Paul W.S. Anderson,Action,Soldier,6,Kurt Russell,David Webb Peoples,Average
UK,Christopher Nolan,Crime,Following,7.6,Jeremy Theobald,Christopher Nolan,Hit
UK,Shekhar Kapur,Biography,Elizabeth,7.5,Cate Blanchett,Michael Hirst,Hit
UK,Peter Howitt,Comedy,Sliding Doors,6.8,Gwyneth Paltrow,Peter Howitt,Average
UK,Bille August,Crime,Les MisÃ©rables,7.5,Liam Neeson,Victor Hugo,Hit
UK,Sam Raimi,Crime,A Simple Plan,7.5,Bill Paxton,Scott B. Smith,Hit
UK,Willard Carroll,Comedy,Playing by Heart,7.2,Gillian Anderson,Willard Carroll,Hit
UK,Kirk Jones,Comedy,Waking Ned Devine,7.3,Ian Bannen,Kirk Jones,Hit
UK,Des McAnuff,Comedy,Cousin Bette,6.2,Jessica Lange,HonorÃ© de Balzac,Average
UK,Simon Shore,Comedy,Get Real,7.7,Ben Silverstone,Patrick Wilde,Hit
UK,Paul McGuigan,Comedy,The Acid House,6.3,Stephen McCole,Irvine Welsh,Average
UK,Gillies MacKinnon,Adventure,Hideous Kinky,6.1,Kate Winslet,Esther Freud,Average
UK,Mark Herman,Comedy,Little Voice,7,Brenda Blethyn,Jim Cartwright,Hit
UK,Brian Gibson,Comedy,Still Crazy,7.1,Stephen Rea,Dick Clement,Hit
UK,John Maybury,Biography,Love Is the Devil: Study for a Portrait of Francis Bacon,6.4,Derek Jacobi,John Maybury,Average
UK,John Boorman,Biography,The General,7.3,Brendan Gleeson,John Boorman,Hit
UK,Anand Tucker,Biography,Hilary and Jackie,7.4,Emily Watson,Hilary du PrÃ©,Hit
UK,Michael Winterbottom,Crime,I Want You,6.3,Rachel Weisz,Eoin McNamee,Average
UK,Michael Radford,Crime,B. Monkey,6,Asia Argento,Andrew Davies,Average
UK,David Leland,Drama,The Land Girls,6.3,Catherine McCormack,Angela Huth,Average
UK,Stephen Frears,Drama,The Hi-Lo Country,6.1,Billy Crudup,Max Evans,Average
UK,Po-Chih Leong,Crime,Immortality,6.3,Jude Law,Paul Hoffman,Average
UK,Ken Loach,Drama,My Name Is Joe,7.5,Peter Mullan,Paul Laverty,Hit
UK,Stanley Kubrick,Drama,Eyes Wide Shut,7.3,Tom Cruise,Stanley Kubrick,Hit
UK,Roger Michell,Comedy,Notting Hill,7.1,Hugh Grant,Richard Curtis,Hit
UK,Michael Apted,Action,The World Is Not Enough,6.4,Pierce Brosnan,Neal Purvis,Average
UK,Milos Forman,Biography,Man on the Moon,7.4,Jim Carrey,Scott Alexander,Hit
UK,Patricia Rozema,Comedy,Mansfield Park,7.1,Frances O'Connor,Jane Austen,Hit
UK,Michael Hoffman,Comedy,A Midsummer Night's Dream,6.5,Kevin Kline,William Shakespeare,Average
UK,Justin Kerrigan,Comedy,Human Traffic,7.1,John Simm,Justin Kerrigan,Hit
UK,Neil Jordan,Drama,The End of the Affair,7.2,Ralph Fiennes,Graham Greene,Hit
UK,Oliver Parker,Comedy,An Ideal Husband,6.9,Rupert Everett,Oscar Wilde,Average
UK,Damien O'Donnell,Comedy,East Is East,6.9,Om Puri,Ayub Khan-Din,Average
UK,Kelly Makin,Comedy,Mickey Blue Eyes,5.8,Hugh Grant,Adam Scheinman,Flop
UK,Mike Leigh,Biography,Topsy-Turvy,7.4,Jim Broadbent,Mike Leigh,Hit
UK,Peter Greenaway,Comedy,8 Â½ Women,5.8,John Standing,Peter Greenaway,Flop
UK,Lynne Ramsay,Drama,Ratcatcher,7.5,Tommy Flanagan,Lynne Ramsay,Hit
UK,Jake Scott,Action,Plunkett & Macleane,6.4,Robert Carlyle,Selwyn Roberts,Average
UK,Richard Attenborough,Biography,Grey Owl,6,Pierce Brosnan,William Nicholson,Average
UK,Martha Fiennes,Drama,Onegin,6.9,Ralph Fiennes,Peter Ettedgui,Average
UK,Shane Meadows,Comedy,A Room for Romeo Brass,7.7,Martin Arrowsmith,Robyn Slovo,Hit
UK,Nick Hurran,Comedy,Virtual Sexuality,5,Laura Fraser,Chloe Rayban,Flop
UK,Gregg Araki,Comedy,Splendor,5.9,Kathleen Robertson,Gregg Araki,Flop
UK,Matthew Warchus,Drama,Simpatico,4.5,Nick Nolte,Sam Shepard,Flop
UK,Hugh Hudson,Biography,My Life So Far,6.5,Colin Firth,Denis Forman,Average
UK,David Mamet,Drama,The Winslow Boy,7.4,Rebecca Pidgeon,Terence Rattigan,Hit
UK,Guy Ritchie,Comedy,Snatch,8.3,Jason Statham,Guy Ritchie,Hit
UK,Joel Coen,Adventure,"O Brother, Where Art Thou?",7.8,George Clooney,Homer,Hit
UK,Lasse HallstrÃ¶m,Drama,Chocolat,7.3,Juliette Binoche,Joanne Harris,Hit
UK,Stephen Daldry,Drama,Billy Elliot,7.7,Jamie Bell,Lee Hall,Hit
UK,Stephen Frears,Comedy,High Fidelity,7.5,John Cusack,Nick Hornby,Hit
UK,Jonathan Glazer,Crime,Sexy Beast,7.3,Ray Winstone,Louis Mellis,Hit
UK,Peter Lord,Animation,Chicken Run,7,Mel Gibson,Peter Lord,Hit
UK,Philip Kaufman,Biography,Quills,7.3,Geoffrey Rush,Doug Wright,Hit
UK,E. Elias Merhige,Drama,Shadow of the Vampire,6.9,John Malkovich,Steven Katz,Average
UK,William Friedkin,Drama,Rules of Engagement,6.4,Tommy Lee Jones,Jim Webb,Average
UK,Nigel Cole,Comedy,Saving Grace,6.9,Brenda Blethyn,Mark Crowdy,Average
UK,Britt Allcroft,Adventure,Thomas and the Magic Railroad,3.7,Alec Baldwin,Britt Allcroft,Flop
UK,Sally Potter,Drama,The Man Who Cried,6.2,Christina Ricci,Sally Potter,Average
UK,Paul McGuigan,Crime,Gangster No. 1,6.8,Malcolm McDowell,Johnny Ferguson,Average
UK,Kenneth Branagh,Romance,Love's Labour's Lost,6.1,Alessandro Nivola,William Shakespeare,Average
UK,Dominic Anciano,Comedy,"Love, Honor and Obey",6.5,Sadie Frost,Dominic Anciano,Average
UK,Terence Davies,Romance,The House of Mirth,7.1,Gillian Anderson,Edith Wharton,Hit
UK,Michael Winterbottom,Drama,The Claim,6.5,Wes Bentley,Thomas Hardy,Average
UK,Joel Hershman,Comedy,Greenfingers,6.9,Clive Owen,Joel Hershman,Average
UK,Bill Eagles,Comedy,Beautiful Creatures,5.9,Rachel Weisz,Simon Donald,Flop
UK,Ben Elton,Comedy,Maybe Baby,5.7,Hugh Laurie,Ben Elton,Flop
UK,Chris Columbus,Adventure,Harry Potter and the Sorcerer's Stone,7.5,Daniel Radcliffe,J.K. Rowling,Hit
UK,Sharon Maguire,Comedy,Bridget Jones's Diary,6.7,RenÃ©e Zellweger,Helen Fielding,Average
UK,Jean-Jacques Annaud,Drama,Enemy at the Gates,7.6,Jude Law,Jean-Jacques Annaud,Hit
UK,Robert Altman,Comedy,Gosford Park,7.3,Maggie Smith,Julian Fellowes,Hit
UK,Ronny Yu,Action,Formula 51,6.3,Samuel L. Jackson,Stel Pavlou,Average
UK,Michael Apted,Drama,Enigma,6.4,Dougray Scott,Robert Harris,Average
UK,Barry Skolnick,Comedy,Mean Machine,6.5,Vinnie Jones,Tracy Keenan Wynn,Average
UK,John Madden,Drama,Captain Corelli's Mandolin,5.9,Nicolas Cage,Shawn Slovo,Flop
UK,Gregor Jordan,Comedy,Buffalo Soldiers,6.9,Joaquin Phoenix,Robert O'Connor,Average
UK,Richard Eyre,Biography,Iris,7.1,Judi Dench,John Bayley,Hit
UK,John McKay,Comedy,Crush,5.9,Andie MacDowell,John McKay,Flop
UK,Jez Butterworth,Comedy,Birthday Girl,6.1,Nicole Kidman,Tom Butterworth,Average
UK,Gillian Armstrong,Drama,Charlotte Gray,6.4,Cate Blanchett,Sebastian Faulks,Average
UK,Sandra Goldbacher,Drama,Me Without You,7,Anna Friel,Sandra Goldbacher,Hit
UK,Bruce Beresford,Biography,Bride of the Wind,5.7,Sarah Wynter,Marilyn Levy,Flop
UK,Peter Bogdanovich,Drama,The Cat's Meow,6.4,Kirsten Dunst,Steven Peros,Average
